ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-fc25d0,A-fd7ad3,2024-08-17 00:00:00,2024-08-19 00:00:00,61.00,high,138,,f
T-743f15,A-d49cc5,2024-12-21 00:00:00,2024-12-23 00:00:00,64.00,urgent,2,,f
T-9bbea1,A-b54c01,2023-02-06 00:00:00,2023-02-08 00:00:00,52.00,low,172,,f
T-9bf64e,A-3ce5b8,2023-10-07 00:00:00,2023-10-08 00:00:00,29.00,high,87,,f
T-7cefd9,A-7920cc,2023-03-31 00:00:00,2023-04-02 00:00:00,63.00,medium,146,5,f
T-9717fc,A-cea1f0,2024-05-11 00:00:00,2024-05-13 00:00:00,57.00,medium,145,,f
T-b43464,A-08e34e,2024-07-15 00:00:00,2024-07-17 00:00:00,68.00,high,67,3,f
T-29abed,A-cd458b,2024-03-28 00:00:00,2024-03-30 00:00:00,50.00,urgent,39,5,f
T-4e24d4,A-b3fe05,2023-05-29 00:00:00,2023-05-31 00:00:00,66.00,urgent,75,,f
T-990f20,A-6a7c9d,2024-08-15 00:00:00,2024-08-16 00:00:00,28.00,medium,42,3,f
T-618d10,A-afa505,2024-09-25 00:00:00,2024-09-25 00:00:00,19.00,urgent,130,,f
T-9736d7,A-d4e0d4,2023-08-12 00:00:00,2023-08-12 00:00:00,19.00,medium,66,,f
T-7a48cd,A-4c38bc,2024-07-27 00:00:00,2024-07-29 00:00:00,66.00,medium,37,4,f
T-8f1182,A-fa3095,2023-05-25 00:00:00,2023-05-27 00:00:00,50.00,high,98,,f
T-926ee8,A-5a92e7,2023-06-17 00:00:00,2023-06-19 00:00:00,68.00,high,9,5,f
T-21c5ae,A-9123ac,2024-11-18 00:00:00,2024-11-19 00:00:00,37.00,urgent,77,4,f
T-7d1efb,A-eb2fdc,2023-12-18 00:00:00,2023-12-19 00:00:00,46.00,medium,16,,f
T-bad86e,A-7c6b6b,2024-09-10 00:00:00,2024-09-12 00:00:00,68.00,high,144,,f
T-818ae1,A-6965e1,2024-07-27 00:00:00,2024-07-29 00:00:00,57.00,low,55,,f
T-e1cf37,A-4c38bc,2023-04-13 00:00:00,2023-04-15 00:00:00,68.00,high,72,3,f
T-104009,A-fd7ad3,2023-08-21 00:00:00,2023-08-23 00:00:00,55.00,high,82,,f
T-2b7d40,A-474ad4,2023-04-23 00:00:00,2023-04-25 00:00:00,48.00,medium,65,,t
T-b4f3d9,A-378b99,2023-08-03 00:00:00,2023-08-03 00:00:00,5.00,low,101,5,f
T-d6ab6c,A-66224b,2023-12-05 00:00:00,2023-12-05 00:00:00,6.00,urgent,58,3,f
T-62b1dd,A-a45270,2024-12-27 00:00:00,2024-12-29 00:00:00,67.00,medium,112,4,f
T-cd4a87,A-798a3f,2023-04-08 00:00:00,2023-04-09 00:00:00,45.00,urgent,38,3,f
T-3aa54d,A-db5e9e,2024-06-25 00:00:00,2024-06-27 00:00:00,64.00,low,177,5,f
T-640bda,A-96bbc6,2023-01-07 00:00:00,2023-01-08 00:00:00,28.00,medium,112,3,f
T-8e435c,A-e1b9cd,2023-06-16 00:00:00,2023-06-17 00:00:00,35.00,high,115,3,f
T-32b901,A-67be94,2024-11-14 00:00:00,2024-11-16 00:00:00,49.00,high,1,,f
T-867910,A-3793ee,2024-06-14 00:00:00,2024-06-16 00:00:00,70.00,high,11,4,f
T-316da7,A-1ac5e0,2024-01-15 00:00:00,2024-01-16 00:00:00,35.00,high,44,4,f
T-3517a8,A-702032,2023-07-28 00:00:00,2023-07-30 00:00:00,52.00,medium,43,,f
T-86c6c6,A-8adedc,2023-08-05 00:00:00,2023-08-07 00:00:00,59.00,high,22,4,f
T-565965,A-3b5cd1,2023-01-11 00:00:00,2023-01-12 00:00:00,41.00,urgent,42,4,f
T-096b66,A-313be3,2023-06-27 00:00:00,2023-06-27 00:00:00,6.00,urgent,69,,f
T-d90ef7,A-e2cd1b,2023-08-17 00:00:00,2023-08-19 00:00:00,67.00,medium,101,4,f
T-495585,A-acb7f7,2024-01-27 00:00:00,2024-01-27 00:00:00,23.00,medium,31,3,f
T-502019,A-4e631b,2024-09-23 00:00:00,2024-09-23 00:00:00,20.00,low,18,4,f
T-b6d93a,A-50bb9f,2023-02-24 00:00:00,2023-02-25 00:00:00,34.00,low,35,,f
T-d5352f,A-c1e51e,2023-01-23 00:00:00,2023-01-25 00:00:00,53.00,high,148,3,f
T-5f94dd,A-d82ef9,2024-12-31 00:00:00,2024-12-31 00:00:00,13.00,high,149,4,f
T-d0ff21,A-378b99,2023-07-11 00:00:00,2023-07-12 00:00:00,34.00,medium,40,5,f
T-1d7cfb,A-05d3b3,2024-08-11 00:00:00,2024-08-11 00:00:00,15.00,urgent,44,5,f
T-759c6f,A-fb186e,2023-01-11 00:00:00,2023-01-12 00:00:00,43.00,medium,132,3,f
T-0c378b,A-f03140,2023-12-04 00:00:00,2023-12-05 00:00:00,41.00,low,169,,f
T-bde8aa,A-781cc0,2024-08-01 00:00:00,2024-08-02 00:00:00,31.00,high,133,,f
T-bf01b8,A-59f724,2024-06-21 00:00:00,2024-06-21 00:00:00,19.00,urgent,30,4,f
T-926f27,A-34d880,2024-10-05 00:00:00,2024-10-07 00:00:00,64.00,low,127,3,f
T-952a1a,A-9bfc9f,2023-06-04 00:00:00,2023-06-06 00:00:00,63.00,high,168,4,t
T-361edc,A-eb7fac,2023-03-18 00:00:00,2023-03-18 00:00:00,23.00,low,112,,f
T-2d4793,A-ce550d,2024-02-12 00:00:00,2024-02-12 00:00:00,3.00,urgent,88,,f
T-9bfb24,A-ad64c6,2024-07-02 00:00:00,2024-07-04 00:00:00,68.00,high,2,5,f
T-abcd41,A-6da850,2024-11-01 00:00:00,2024-11-02 00:00:00,36.00,medium,44,,f
T-5b0ebb,A-cea1f0,2023-03-22 00:00:00,2023-03-23 00:00:00,29.00,high,17,,f
T-2e5c7e,A-ff79f2,2024-09-04 00:00:00,2024-09-06 00:00:00,63.00,low,136,,f
T-ac4493,A-66224b,2023-08-12 00:00:00,2023-08-14 00:00:00,53.00,medium,172,4,f
T-6f11a3,A-a1b80b,2023-05-13 00:00:00,2023-05-15 00:00:00,58.00,urgent,18,,f
T-88949f,A-68f37c,2024-10-26 00:00:00,2024-10-27 00:00:00,43.00,low,173,,f
T-d612f3,A-bb1486,2024-05-19 00:00:00,2024-05-19 00:00:00,18.00,low,1,3,f
T-c127ef,A-149a69,2024-10-01 00:00:00,2024-10-02 00:00:00,25.00,high,170,4,f
T-6858fa,A-034368,2024-05-04 00:00:00,2024-05-05 00:00:00,24.00,medium,51,,f
T-6db7d8,A-e888d1,2023-12-06 00:00:00,2023-12-07 00:00:00,26.00,urgent,68,3,f
T-ad4ec7,A-560d27,2024-02-28 00:00:00,2024-02-28 00:00:00,12.00,low,62,3,f
T-a51205,A-cd458b,2023-07-04 00:00:00,2023-07-05 00:00:00,42.00,urgent,76,3,f
T-4dd126,A-af0cd2,2024-06-27 00:00:00,2024-06-28 00:00:00,36.00,medium,123,,f
T-6750a4,A-a33200,2024-03-14 00:00:00,2024-03-15 00:00:00,37.00,low,101,,f
T-33d113,A-7e0a10,2024-08-11 00:00:00,2024-08-12 00:00:00,33.00,high,30,,f
T-58506b,A-158f4e,2023-12-14 00:00:00,2023-12-14 00:00:00,13.00,urgent,124,4,f
T-753ba1,A-4bfa33,2023-12-08 00:00:00,2023-12-08 00:00:00,19.00,high,29,,f
T-59d67b,A-86902e,2024-03-21 00:00:00,2024-03-23 00:00:00,48.00,urgent,17,3,f
T-6ec2a9,A-9208f0,2023-06-21 00:00:00,2023-06-23 00:00:00,70.00,low,3,,f
T-b1d1d0,A-bcf664,2023-08-13 00:00:00,2023-08-14 00:00:00,25.00,urgent,128,3,f
T-130a82,A-cb5333,2023-08-22 00:00:00,2023-08-23 00:00:00,25.00,low,35,3,f
T-66d999,A-b44e3e,2023-06-26 00:00:00,2023-06-27 00:00:00,39.00,urgent,41,5,f
T-037337,A-378b99,2024-07-11 00:00:00,2024-07-11 00:00:00,16.00,low,1,,f
T-342b36,A-cc102e,2024-10-17 00:00:00,2024-10-19 00:00:00,61.00,low,177,5,f
T-223760,A-2edab2,2023-04-01 00:00:00,2023-04-03 00:00:00,59.00,low,124,,f
T-9eb2b5,A-dcc3f1,2024-01-16 00:00:00,2024-01-17 00:00:00,30.00,urgent,144,5,f
T-f3e7c5,A-756192,2023-01-23 00:00:00,2023-01-23 00:00:00,17.00,urgent,119,5,f
T-116af1,A-dcc2f0,2024-05-08 00:00:00,2024-05-10 00:00:00,52.00,urgent,93,,f
T-29279c,A-812c5b,2023-02-20 00:00:00,2023-02-21 00:00:00,43.00,urgent,127,4,f
T-b0acc7,A-1f559b,2023-08-27 00:00:00,2023-08-29 00:00:00,48.00,medium,126,4,f
T-d32d8c,A-c1e51e,2023-01-04 00:00:00,2023-01-05 00:00:00,25.00,urgent,55,4,f
T-cb9d4b,A-fd7ad3,2023-07-06 00:00:00,2023-07-07 00:00:00,38.00,medium,144,4,f
T-475284,A-d27f50,2024-04-13 00:00:00,2024-04-13 00:00:00,15.00,low,99,3,f
T-411989,A-2446e3,2024-10-27 00:00:00,2024-10-27 00:00:00,8.00,medium,148,4,f
T-863bcf,A-bece89,2024-05-28 00:00:00,2024-05-29 00:00:00,26.00,medium,163,4,t
T-866ebe,A-b07b56,2023-06-05 00:00:00,2023-06-06 00:00:00,27.00,urgent,115,,f
T-e0c9bf,A-6da850,2023-01-10 00:00:00,2023-01-12 00:00:00,69.00,medium,26,,f
T-458e24,A-f25509,2024-03-27 00:00:00,2024-03-27 00:00:00,20.00,medium,147,4,f
T-c8be02,A-378b99,2023-11-03 00:00:00,2023-11-05 00:00:00,49.00,medium,115,5,f
T-7f088c,A-4e44e8,2023-06-21 00:00:00,2023-06-23 00:00:00,71.00,low,175,4,f
T-4a0f02,A-186a44,2023-01-21 00:00:00,2023-01-23 00:00:00,51.00,urgent,61,,f
T-f3f1b8,A-dbc825,2024-04-11 00:00:00,2024-04-13 00:00:00,70.00,low,122,,f
T-79b057,A-31ab9a,2023-01-22 00:00:00,2023-01-23 00:00:00,27.00,low,66,4,f
T-11534a,A-524364,2023-03-21 00:00:00,2023-03-23 00:00:00,65.00,low,110,5,f
T-c0d8b2,A-8b0451,2024-12-01 00:00:00,2024-12-03 00:00:00,49.00,urgent,23,3,f
T-ad6a24,A-7e0a10,2024-12-18 00:00:00,2024-12-19 00:00:00,46.00,urgent,43,,f
T-cbc17d,A-7c5768,2024-09-30 00:00:00,2024-09-30 00:00:00,19.00,medium,62,,f
T-1d4920,A-b7b7b7,2024-05-11 00:00:00,2024-05-11 00:00:00,9.00,low,101,,f
T-ef0a78,A-ad296b,2024-09-09 00:00:00,2024-09-10 00:00:00,38.00,medium,81,3,f
T-b369df,A-c7e58b,2024-08-13 00:00:00,2024-08-13 00:00:00,16.00,low,125,3,f
T-29e9b8,A-4a267b,2023-05-17 00:00:00,2023-05-17 00:00:00,7.00,low,166,5,f
T-96702f,A-9077b0,2023-09-14 00:00:00,2023-09-16 00:00:00,68.00,high,176,5,f
T-9df3b0,A-eb2fdc,2023-01-23 00:00:00,2023-01-25 00:00:00,55.00,low,42,4,f
T-a39933,A-ed510f,2023-01-31 00:00:00,2023-02-01 00:00:00,44.00,urgent,129,5,f
T-7febc0,A-779e4e,2023-01-27 00:00:00,2023-01-28 00:00:00,33.00,urgent,79,3,f
T-84717f,A-f19409,2024-11-12 00:00:00,2024-11-12 00:00:00,1.00,urgent,90,4,f
T-135f77,A-cd458b,2024-12-02 00:00:00,2024-12-04 00:00:00,53.00,medium,146,5,f
T-41014e,A-a0ca4e,2024-12-02 00:00:00,2024-12-04 00:00:00,61.00,high,40,,f
T-5c0331,A-940b8b,2024-10-25 00:00:00,2024-10-26 00:00:00,47.00,high,47,,f
T-3ec096,A-f97b9a,2023-06-18 00:00:00,2023-06-20 00:00:00,59.00,high,32,3,f
T-251fda,A-856b1e,2024-09-15 00:00:00,2024-09-15 00:00:00,1.00,low,123,,f
T-8d3d46,A-30b4ca,2024-09-02 00:00:00,2024-09-04 00:00:00,64.00,medium,131,,f
T-051e5b,A-e08cd3,2023-09-20 00:00:00,2023-09-20 00:00:00,11.00,urgent,59,5,f
T-429ce6,A-c45b23,2024-05-30 00:00:00,2024-05-30 00:00:00,7.00,high,55,3,f
T-3367b8,A-ba6516,2023-07-17 00:00:00,2023-07-19 00:00:00,66.00,low,14,,f
T-1e3043,A-b78bf8,2024-02-19 00:00:00,2024-02-19 00:00:00,2.00,urgent,89,5,f
T-c0ce04,A-94f8c9,2024-08-30 00:00:00,2024-09-01 00:00:00,51.00,urgent,29,,f
T-864e85,A-9bfc9f,2024-03-01 00:00:00,2024-03-03 00:00:00,58.00,low,72,3,f
T-2b1a0a,A-89ee83,2024-10-05 00:00:00,2024-10-05 00:00:00,13.00,medium,35,4,t
T-5c9e4d,A-c7e58b,2024-12-16 00:00:00,2024-12-18 00:00:00,55.00,urgent,104,,f
T-af95b8,A-58b9ff,2023-11-30 00:00:00,2023-12-02 00:00:00,65.00,low,120,4,f
T-471c3e,A-3ce5b8,2024-08-15 00:00:00,2024-08-16 00:00:00,41.00,high,89,4,f
T-862ab3,A-31ab9a,2024-06-16 00:00:00,2024-06-18 00:00:00,59.00,medium,85,3,f
T-7b0fe1,A-716841,2023-04-03 00:00:00,2023-04-04 00:00:00,40.00,low,176,,f
T-ac5eaa,A-55f257,2023-05-22 00:00:00,2023-05-23 00:00:00,36.00,urgent,144,5,f
T-f27d8b,A-7920cc,2023-09-30 00:00:00,2023-10-01 00:00:00,47.00,urgent,113,,f
T-60706c,A-2922b6,2024-10-02 00:00:00,2024-10-03 00:00:00,27.00,urgent,136,,f
T-3a3aa1,A-3b5cd1,2023-10-21 00:00:00,2023-10-21 00:00:00,9.00,low,24,4,f
T-e74b9f,A-94d3da,2024-06-10 00:00:00,2024-06-11 00:00:00,36.00,low,98,3,f
T-dfad13,A-5b1bcd,2024-12-17 00:00:00,2024-12-17 00:00:00,5.00,urgent,143,5,f
T-60c481,A-5247b3,2024-07-29 00:00:00,2024-07-31 00:00:00,57.00,urgent,131,4,f
T-772cfe,A-e51ec7,2024-10-05 00:00:00,2024-10-06 00:00:00,45.00,high,87,5,f
T-187648,A-592832,2024-10-27 00:00:00,2024-10-28 00:00:00,41.00,medium,51,,f
T-48f8ab,A-dcc2f0,2023-07-20 00:00:00,2023-07-20 00:00:00,2.00,medium,107,,f
T-35ba6a,A-ab438f,2024-03-03 00:00:00,2024-03-03 00:00:00,4.00,urgent,139,3,f
T-5b9038,A-d922bf,2024-07-16 00:00:00,2024-07-16 00:00:00,23.00,high,7,3,f
T-690c29,A-c222ab,2024-12-01 00:00:00,2024-12-03 00:00:00,71.00,medium,77,5,f
T-3f754a,A-bb3bd4,2024-09-25 00:00:00,2024-09-25 00:00:00,14.00,urgent,36,5,f
T-367563,A-e61e98,2024-11-23 00:00:00,2024-11-23 00:00:00,5.00,medium,175,,f
T-0079ed,A-cc98bc,2023-06-13 00:00:00,2023-06-13 00:00:00,3.00,urgent,125,,f
T-69e92c,A-ccabf0,2023-09-27 00:00:00,2023-09-28 00:00:00,46.00,medium,114,3,f
T-e3d7af,A-526d93,2024-11-13 00:00:00,2024-11-15 00:00:00,54.00,low,157,,f
T-f708b2,A-bc87bc,2023-10-11 00:00:00,2023-10-11 00:00:00,11.00,low,177,3,f
T-b2b3fd,A-7df7a7,2024-03-19 00:00:00,2024-03-20 00:00:00,26.00,high,132,3,t
T-1dc468,A-4c6f11,2023-11-29 00:00:00,2023-11-29 00:00:00,20.00,urgent,14,5,f
T-b78a44,A-9208f0,2023-09-27 00:00:00,2023-09-28 00:00:00,32.00,medium,103,4,f
T-194946,A-65aeb5,2023-08-10 00:00:00,2023-08-11 00:00:00,32.00,low,173,,f
T-cbfee6,A-5247b3,2023-06-11 00:00:00,2023-06-13 00:00:00,52.00,high,173,,f
T-ea7839,A-ba6516,2024-03-17 00:00:00,2024-03-18 00:00:00,24.00,low,58,3,f
T-32cb13,A-1986ca,2023-06-14 00:00:00,2023-06-14 00:00:00,15.00,urgent,146,4,f
T-88d5fe,A-0b0d6d,2024-01-14 00:00:00,2024-01-15 00:00:00,41.00,urgent,59,,f
T-a80500,A-fce879,2023-01-16 00:00:00,2023-01-17 00:00:00,29.00,medium,74,3,f
T-325ab2,A-f03140,2023-09-21 00:00:00,2023-09-22 00:00:00,43.00,medium,71,,f
T-cfae4d,A-fdfc91,2023-01-27 00:00:00,2023-01-28 00:00:00,44.00,urgent,55,4,f
T-cc5da4,A-86cdb4,2023-08-07 00:00:00,2023-08-09 00:00:00,62.00,high,33,5,f
T-387b29,A-956988,2024-04-20 00:00:00,2024-04-21 00:00:00,44.00,low,83,,f
T-86268f,A-157070,2024-12-04 00:00:00,2024-12-06 00:00:00,60.00,low,176,3,f
T-ef99b1,A-eb1312,2023-09-04 00:00:00,2023-09-06 00:00:00,68.00,low,117,5,f
T-89ae7a,A-503d5a,2024-01-11 00:00:00,2024-01-14 00:00:00,72.00,high,107,5,f
T-7c37e5,A-8b0451,2024-12-10 00:00:00,2024-12-11 00:00:00,47.00,urgent,104,,f
T-bd64bb,A-5a92e7,2023-04-25 00:00:00,2023-04-27 00:00:00,67.00,urgent,172,5,f
T-6deaa1,A-5f2961,2023-06-30 00:00:00,2023-07-02 00:00:00,53.00,high,19,,f
T-1c52db,A-8e47ca,2023-01-04 00:00:00,2023-01-05 00:00:00,46.00,medium,90,,f
T-be05b0,A-396e5f,2024-08-15 00:00:00,2024-08-16 00:00:00,29.00,urgent,27,,f
T-ffd35f,A-bb1eaa,2023-10-15 00:00:00,2023-10-17 00:00:00,58.00,urgent,106,,f
T-d15fe8,A-600734,2024-03-15 00:00:00,2024-03-17 00:00:00,67.00,high,88,4,f
T-742fdb,A-fdfc91,2024-11-17 00:00:00,2024-11-17 00:00:00,23.00,urgent,120,3,f
T-b45de1,A-a7bd4b,2023-07-11 00:00:00,2023-07-11 00:00:00,11.00,high,70,4,f
T-0c38ce,A-bbe56f,2024-11-30 00:00:00,2024-12-01 00:00:00,27.00,urgent,79,,f
T-1f01f6,A-4bfa33,2023-12-12 00:00:00,2023-12-12 00:00:00,12.00,urgent,46,4,f
T-5b2010,A-038089,2024-04-18 00:00:00,2024-04-18 00:00:00,14.00,medium,149,3,f
T-2a5b2f,A-f92792,2024-07-03 00:00:00,2024-07-05 00:00:00,70.00,low,80,4,f
T-a7ce4a,A-034368,2023-07-01 00:00:00,2023-07-01 00:00:00,19.00,high,124,,f
T-d6c9b1,A-a6d261,2024-02-09 00:00:00,2024-02-09 00:00:00,1.00,high,32,5,f
T-8206e8,A-e43bf7,2024-06-17 00:00:00,2024-06-18 00:00:00,38.00,low,86,,f
T-fd832d,A-4ae22a,2023-02-11 00:00:00,2023-02-11 00:00:00,4.00,low,107,,f
T-3c6a06,A-c62e55,2024-02-03 00:00:00,2024-02-03 00:00:00,21.00,urgent,132,4,f
T-bdc427,A-56962b,2023-01-23 00:00:00,2023-01-25 00:00:00,66.00,high,79,,f
T-d4a251,A-751bd4,2023-01-10 00:00:00,2023-01-10 00:00:00,15.00,urgent,127,3,f
T-d57ae7,A-bf7919,2023-06-11 00:00:00,2023-06-11 00:00:00,17.00,low,110,5,f
T-8a7eca,A-fa3095,2023-10-24 00:00:00,2023-10-26 00:00:00,68.00,urgent,132,5,f
T-5df251,A-b179bf,2023-10-06 00:00:00,2023-10-08 00:00:00,52.00,high,139,,f
T-967ccc,A-acb7f7,2023-12-28 00:00:00,2023-12-30 00:00:00,50.00,urgent,144,4,f
T-5bd570,A-dcc3f1,2023-06-10 00:00:00,2023-06-12 00:00:00,59.00,low,95,,f
T-9b7b66,A-13466a,2023-06-24 00:00:00,2023-06-24 00:00:00,21.00,high,77,5,f
T-4b2c43,A-c4ea60,2024-04-07 00:00:00,2024-04-08 00:00:00,47.00,medium,83,3,f
T-eeae26,A-0f3e88,2023-11-24 00:00:00,2023-11-26 00:00:00,60.00,low,104,5,f
T-8ec963,A-bc4d48,2023-06-24 00:00:00,2023-06-25 00:00:00,43.00,high,133,3,f
T-c8d035,A-bf7919,2024-10-29 00:00:00,2024-10-29 00:00:00,12.00,high,53,,f
T-686725,A-993085,2024-03-23 00:00:00,2024-03-25 00:00:00,50.00,medium,78,,f
T-926c1c,A-eb7c38,2024-05-13 00:00:00,2024-05-14 00:00:00,36.00,medium,119,5,f
T-fcd24e,A-f1f639,2024-12-05 00:00:00,2024-12-05 00:00:00,22.00,high,27,5,f
T-6db04f,A-ed510f,2023-07-06 00:00:00,2023-07-08 00:00:00,60.00,urgent,46,,f
T-f0e463,A-3cc791,2023-12-04 00:00:00,2023-12-06 00:00:00,70.00,low,75,5,f
T-d89dd4,A-6dee43,2023-11-07 00:00:00,2023-11-08 00:00:00,41.00,urgent,64,5,f
T-ad83da,A-fb186e,2023-10-18 00:00:00,2023-10-18 00:00:00,21.00,urgent,91,,f
T-c8c1c0,A-f446b6,2023-07-28 00:00:00,2023-07-28 00:00:00,14.00,low,25,,f
T-8402a1,A-1e6fc3,2023-04-25 00:00:00,2023-04-25 00:00:00,8.00,low,122,,f
T-d5bbc8,A-05d3b3,2023-08-13 00:00:00,2023-08-13 00:00:00,11.00,medium,19,,f
T-d370a4,A-fd7ad3,2023-12-23 00:00:00,2023-12-25 00:00:00,54.00,urgent,118,5,t
T-fd84fa,A-08e34e,2023-03-16 00:00:00,2023-03-17 00:00:00,30.00,medium,170,3,f
T-145a95,A-6f50ae,2023-03-01 00:00:00,2023-03-02 00:00:00,34.00,medium,144,5,f
T-80284c,A-ce550d,2023-08-24 00:00:00,2023-08-26 00:00:00,50.00,urgent,64,3,f
T-0d0582,A-ee42db,2024-02-13 00:00:00,2024-02-15 00:00:00,53.00,medium,5,,f
T-b03205,A-b9eed8,2023-05-29 00:00:00,2023-05-30 00:00:00,47.00,urgent,40,3,f
T-935cb7,A-5f7781,2024-08-14 00:00:00,2024-08-16 00:00:00,51.00,high,21,4,f
T-89db4e,A-31ab9a,2023-08-31 00:00:00,2023-09-02 00:00:00,63.00,medium,132,,f
T-787a34,A-396e5f,2024-03-06 00:00:00,2024-03-06 00:00:00,12.00,high,147,,f
T-c0b6ed,A-1986ca,2024-07-27 00:00:00,2024-07-29 00:00:00,55.00,urgent,30,3,f
T-50b851,A-cea1f0,2023-12-26 00:00:00,2023-12-28 00:00:00,48.00,low,42,4,f
T-c98c9f,A-832ec2,2024-02-28 00:00:00,2024-02-28 00:00:00,20.00,medium,68,,f
T-b5f0d3,A-016043,2023-10-02 00:00:00,2023-10-02 00:00:00,20.00,high,28,4,f
T-699109,A-ced9aa,2024-05-14 00:00:00,2024-05-15 00:00:00,34.00,urgent,54,,f
T-9bde67,A-524364,2023-09-30 00:00:00,2023-10-02 00:00:00,59.00,high,59,4,f
T-fcedc6,A-5a184f,2024-04-13 00:00:00,2024-04-14 00:00:00,37.00,high,33,4,f
T-f7d63c,A-65a46c,2024-10-29 00:00:00,2024-10-30 00:00:00,44.00,urgent,4,4,f
T-d62751,A-86cdb4,2024-12-02 00:00:00,2024-12-02 00:00:00,1.00,urgent,167,,f
T-22710d,A-1b707d,2024-04-19 00:00:00,2024-04-21 00:00:00,51.00,medium,53,,f
T-8384cf,A-d922bf,2024-01-23 00:00:00,2024-01-23 00:00:00,13.00,low,95,,f
T-05fd42,A-f45426,2024-08-24 00:00:00,2024-08-25 00:00:00,38.00,urgent,38,4,f
T-37b102,A-0be015,2023-04-02 00:00:00,2023-04-03 00:00:00,24.00,high,133,4,f
T-dc51a8,A-0532a9,2024-11-24 00:00:00,2024-11-25 00:00:00,27.00,low,6,,f
T-76ee80,A-fce879,2024-07-17 00:00:00,2024-07-18 00:00:00,27.00,urgent,49,5,f
T-6ea0dd,A-a09355,2024-02-08 00:00:00,2024-02-08 00:00:00,4.00,low,87,4,f
T-7fd978,A-22d9d2,2023-12-26 00:00:00,2023-12-26 00:00:00,10.00,urgent,8,,f
T-621fb8,A-7f8241,2024-04-19 00:00:00,2024-04-20 00:00:00,36.00,medium,135,3,f
T-adcdc9,A-adc1f3,2023-06-12 00:00:00,2023-06-14 00:00:00,71.00,urgent,25,4,f
T-6d98ab,A-ced9aa,2023-12-22 00:00:00,2023-12-23 00:00:00,46.00,high,124,,f
T-1cea26,A-bcf664,2023-12-18 00:00:00,2023-12-20 00:00:00,69.00,high,169,5,t
T-c6dcaf,A-32fb14,2023-03-18 00:00:00,2023-03-20 00:00:00,63.00,low,24,,f
T-4bf7c6,A-463db0,2024-08-15 00:00:00,2024-08-15 00:00:00,4.00,low,171,4,f
T-7dfa96,A-e888d1,2023-09-12 00:00:00,2023-09-14 00:00:00,64.00,low,98,,f
T-22b4a9,A-3cc791,2024-09-18 00:00:00,2024-09-20 00:00:00,58.00,urgent,48,3,f
T-bf0575,A-78f02b,2023-04-10 00:00:00,2023-04-12 00:00:00,59.00,high,125,5,f
T-0ca62f,A-e40f45,2023-08-31 00:00:00,2023-09-01 00:00:00,29.00,urgent,114,5,f
T-20c0bf,A-2d4502,2023-04-23 00:00:00,2023-04-25 00:00:00,64.00,urgent,30,5,f
T-1c2c18,A-ed510f,2024-03-28 00:00:00,2024-03-30 00:00:00,56.00,urgent,122,,f
T-e07558,A-296d7c,2024-04-27 00:00:00,2024-04-27 00:00:00,14.00,urgent,31,3,f
T-d6be94,A-30b4ca,2023-05-05 00:00:00,2023-05-07 00:00:00,57.00,medium,125,4,f
T-e6c083,A-443b7c,2024-05-16 00:00:00,2024-05-17 00:00:00,42.00,high,81,5,f
T-134bb9,A-2bc93d,2024-11-23 00:00:00,2024-11-23 00:00:00,7.00,medium,44,5,f
T-118f13,A-19b2c8,2024-09-05 00:00:00,2024-09-06 00:00:00,32.00,high,109,5,f
T-956203,A-ccb686,2023-11-06 00:00:00,2023-11-08 00:00:00,67.00,high,30,4,f
T-2ae381,A-f3ff05,2023-07-12 00:00:00,2023-07-14 00:00:00,50.00,medium,108,3,f
T-897033,A-1b7577,2023-08-07 00:00:00,2023-08-09 00:00:00,63.00,urgent,157,3,f
T-f14a3d,A-0be015,2023-04-13 00:00:00,2023-04-13 00:00:00,13.00,urgent,123,,f
T-6bdc37,A-80eeb6,2023-07-23 00:00:00,2023-07-24 00:00:00,41.00,high,89,5,f
T-2fee89,A-42e5e1,2024-01-25 00:00:00,2024-01-26 00:00:00,27.00,high,124,4,f
T-14ab7d,A-bece89,2023-02-20 00:00:00,2023-02-21 00:00:00,25.00,medium,63,5,f
T-c9394b,A-427b69,2024-04-09 00:00:00,2024-04-09 00:00:00,6.00,medium,99,,f
T-7b4c85,A-5a215a,2023-07-26 00:00:00,2023-07-28 00:00:00,64.00,urgent,18,,f
T-ab2c55,A-45ce7a,2023-08-18 00:00:00,2023-08-19 00:00:00,42.00,medium,49,3,f
T-11b816,A-9077b0,2024-09-07 00:00:00,2024-09-07 00:00:00,2.00,urgent,180,3,f
T-d51f64,A-558c72,2024-08-28 00:00:00,2024-08-30 00:00:00,60.00,low,30,,f
T-675d69,A-19b2c8,2023-02-03 00:00:00,2023-02-04 00:00:00,32.00,medium,132,4,f
T-9a1036,A-443b7c,2023-01-24 00:00:00,2023-01-25 00:00:00,31.00,urgent,51,5,f
T-ba404b,A-8145a0,2023-01-06 00:00:00,2023-01-06 00:00:00,11.00,low,30,5,f
T-9d4edb,A-9174e0,2023-06-09 00:00:00,2023-06-11 00:00:00,53.00,low,173,,f
T-2ca992,A-3f9cc0,2024-08-17 00:00:00,2024-08-18 00:00:00,44.00,high,28,,f
T-d9cb01,A-0baac2,2024-03-23 00:00:00,2024-03-25 00:00:00,58.00,urgent,104,,f
