subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-dc2418,A-35083d,2024-01-23,,Basic,34,646.00,7752.00,f,f,f,f,monthly,t
S-d0d19f,A-157070,2024-03-07,,Pro,33,0.00,0.00,t,f,f,f,annual,t
S-e73303,A-ba6516,2024-06-28,,Enterprise,38,7562.00,90744.00,f,f,f,f,monthly,t
S-7f15a3,A-53f4e3,2024-05-12,,Enterprise,13,2587.00,31044.00,f,f,f,f,annual,t
S-ee941d,A-241e75,2024-08-09,,Basic,14,266.00,3192.00,f,f,f,f,annual,t
S-ccf11b,A-a0ca4e,2024-02-08,,Pro,11,539.00,6468.00,f,f,f,f,annual,t
S-a9ec8b,A-e3bd71,2024-11-02,,Enterprise,31,6169.00,74028.00,f,f,f,f,monthly,t
S-d959d3,A-3b5cd1,2024-12-24,,Enterprise,21,4179.00,50148.00,f,f,f,f,annual,t
S-124336,A-9f0b68,2024-11-30,,Pro,18,0.00,0.00,t,t,f,f,annual,t
S-5cb8a6,A-9779ad,2024-08-14,,Pro,40,1960.00,23520.00,f,f,f,f,monthly,f
S-aced77,A-5c046d,2024-12-20,,Enterprise,93,18507.00,222084.00,f,f,f,f,annual,t
S-a6e444,A-81edc3,2024-11-28,,Enterprise,5,995.00,11940.00,f,f,f,f,monthly,f
S-4f7b91,A-5247b3,2024-06-19,,Enterprise,16,3184.00,38208.00,f,t,f,f,annual,t
S-8f8c47,A-e6afc1,2023-08-27,,Pro,28,0.00,0.00,t,f,f,f,monthly,t
S-b9ea73,A-b30291,2024-09-04,,Basic,5,95.00,1140.00,f,f,f,f,monthly,t
S-97efb2,A-410e86,2024-11-16,2024-11-22,Enterprise,24,4776.00,57312.00,f,f,f,t,annual,t
S-76c7da,A-88c6ca,2024-11-22,,Enterprise,11,0.00,0.00,t,f,f,f,annual,t
S-334ceb,A-bece89,2024-08-03,,Basic,26,494.00,5928.00,f,f,f,f,monthly,f
S-09223a,A-e40f45,2024-04-06,,Basic,21,399.00,4788.00,f,f,f,f,monthly,t
S-2fcf09,A-d792a6,2024-09-27,,Enterprise,58,0.00,0.00,t,f,f,f,monthly,t
S-e740b4,A-5c9849,2024-10-11,,Basic,65,1235.00,14820.00,f,f,f,f,monthly,t
S-150c71,A-4437e4,2024-08-17,,Enterprise,11,2189.00,26268.00,f,t,f,f,monthly,t
S-6ba608,A-e7beab,2023-12-15,,Enterprise,11,2189.00,26268.00,f,f,f,f,monthly,t
S-e0bfb1,A-029f69,2024-04-08,2024-08-23,Pro,21,1029.00,12348.00,f,f,f,t,annual,f
S-1e15d1,A-700ade,2024-11-17,2024-12-31,Pro,25,1225.00,14700.00,f,f,f,t,annual,t
S-7d9605,A-fb186e,2024-11-16,,Basic,33,0.00,0.00,t,f,f,f,annual,f
S-0ae33f,A-075038,2023-07-14,,Pro,103,5047.00,60564.00,f,f,f,f,annual,t
S-eff018,A-0532a9,2024-02-10,,Pro,19,931.00,11172.00,f,f,t,f,annual,t
S-08a3d4,A-faa28c,2024-11-09,,Basic,49,931.00,11172.00,f,f,f,f,annual,t
S-48d1f2,A-e08cd3,2024-10-16,,Enterprise,67,13333.00,159996.00,f,f,f,f,annual,f
S-92dbcc,A-faa28c,2024-12-25,,Pro,48,2352.00,28224.00,f,f,f,f,monthly,t
S-da164e,A-9174e0,2024-12-21,,Pro,37,1813.00,21756.00,f,f,f,f,monthly,t
S-3dc066,A-dcc3f1,2024-11-20,,Basic,21,399.00,4788.00,f,f,f,f,annual,f
S-4fd561,A-0dbdc6,2023-04-11,,Basic,30,570.00,6840.00,f,f,f,f,monthly,t
S-feb4b0,A-a45270,2024-12-07,,Enterprise,10,1990.00,23880.00,f,f,f,f,annual,t
S-3ba19e,A-075038,2024-10-08,,Basic,49,0.00,0.00,t,f,f,f,annual,t
S-461988,A-02cd81,2024-03-28,,Basic,44,836.00,10032.00,f,f,f,f,annual,f
S-0b6899,A-313be3,2024-01-31,,Enterprise,47,9353.00,112236.00,f,f,f,f,annual,f
S-bff540,A-798a3f,2024-06-05,,Enterprise,12,2388.00,28656.00,f,f,f,f,monthly,t
S-a57b2c,A-fd9422,2024-11-12,,Pro,58,0.00,0.00,t,f,f,f,annual,t
S-e8776c,A-c222ab,2024-12-12,,Enterprise,32,6368.00,76416.00,f,f,f,f,monthly,t
S-de9e50,A-67be94,2023-11-21,,Basic,41,779.00,9348.00,f,f,f,f,annual,t
S-429220,A-18793f,2024-12-29,,Pro,148,7252.00,87024.00,f,f,f,f,monthly,t
S-601f31,A-625d0b,2024-09-11,,Pro,14,686.00,8232.00,f,f,f,f,annual,t
S-8dd1f6,A-098560,2024-03-24,,Pro,12,588.00,7056.00,f,f,f,f,monthly,f
S-ff109c,A-df1e44,2024-09-04,,Pro,12,588.00,7056.00,f,f,f,f,annual,f
S-556071,A-9077b0,2024-12-20,2024-12-30,Pro,63,0.00,0.00,t,f,f,t,monthly,t
S-f4019e,A-7988d1,2024-09-28,2024-11-16,Basic,33,627.00,7524.00,f,f,f,t,monthly,f
S-246f9c,A-544d0a,2024-10-27,,Pro,6,294.00,3528.00,f,f,t,f,monthly,t
S-5639de,A-eb1312,2024-12-13,,Pro,25,1225.00,14700.00,f,f,f,f,annual,t
S-104053,A-2bc93d,2024-12-20,,Pro,35,1715.00,20580.00,f,f,f,f,monthly,t
S-4bfe7b,A-9b9fe9,2023-10-16,,Basic,11,0.00,0.00,t,f,f,f,monthly,t
S-deb65c,A-1f0636,2024-10-30,,Basic,105,1995.00,23940.00,f,f,f,f,annual,t
S-cfb108,A-c608c8,2023-06-30,,Enterprise,3,597.00,7164.00,f,f,t,f,annual,t
S-e62fc9,A-0651a4,2024-12-23,,Pro,16,784.00,9408.00,f,f,f,f,monthly,f
S-935e79,A-c4ea60,2024-02-19,,Basic,58,0.00,0.00,t,f,f,f,annual,t
S-92e8cb,A-d4e0d4,2024-10-23,,Pro,117,5733.00,68796.00,f,f,t,f,monthly,f
S-1f4db5,A-2e3bad,2024-09-29,,Enterprise,61,12139.00,145668.00,f,f,f,f,annual,t
S-4893cd,A-9c18c4,2023-12-26,,Enterprise,11,2189.00,26268.00,f,f,f,f,monthly,t
S-0abdec,A-4a4c2d,2023-07-14,,Basic,54,1026.00,12312.00,f,f,f,f,monthly,t
S-31428b,A-86cdb4,2024-12-14,,Basic,52,988.00,11856.00,f,f,f,f,annual,t
S-381420,A-42b791,2024-10-25,2024-11-25,Basic,27,513.00,6156.00,f,f,f,t,monthly,t
S-0a28cd,A-e5d6ab,2023-08-10,,Enterprise,21,4179.00,50148.00,f,f,f,f,monthly,t
S-25ff39,A-798a3f,2024-03-24,,Basic,42,798.00,9576.00,f,f,f,f,annual,t
S-a82639,A-89ee83,2024-10-25,,Enterprise,40,7960.00,95520.00,f,f,f,f,monthly,t
S-ada718,A-f6b2fb,2024-11-18,,Basic,23,437.00,5244.00,f,f,f,f,monthly,f
S-06e837,A-7c4956,2023-12-17,2024-03-29,Basic,9,0.00,0.00,t,f,f,t,annual,t
S-b488bc,A-f45426,2024-11-15,,Pro,11,0.00,0.00,t,f,f,f,monthly,t
S-d11408,A-781cc0,2024-11-30,,Enterprise,12,0.00,0.00,t,f,f,f,monthly,t
S-36f26c,A-e36807,2024-12-17,,Basic,63,1197.00,14364.00,f,f,f,f,monthly,t
S-7cc0ec,A-a6d261,2024-02-25,,Pro,9,441.00,5292.00,f,f,f,f,monthly,f
S-cb8654,A-94d3da,2024-07-02,,Basic,41,0.00,0.00,t,f,f,f,annual,t
S-934f6d,A-40a557,2024-11-23,,Pro,16,784.00,9408.00,f,f,f,f,monthly,t
S-e9737c,A-3c1a3f,2023-12-28,,Enterprise,29,5771.00,69252.00,f,f,f,f,monthly,t
S-7f0419,A-84ebe4,2023-06-22,,Enterprise,18,3582.00,42984.00,f,f,f,f,annual,t
S-e002a1,A-940b8b,2024-07-06,,Basic,45,0.00,0.00,t,f,f,f,annual,t
S-5f30ce,A-9077b0,2024-08-26,,Basic,2,38.00,456.00,f,f,f,f,monthly,t
S-557f3e,A-b7ef83,2024-06-20,,Enterprise,13,2587.00,31044.00,f,f,f,f,annual,t
S-a3e1e3,A-05d3b3,2024-09-26,,Enterprise,9,0.00,0.00,t,f,f,f,monthly,t
S-70a554,A-f19409,2023-09-08,,Enterprise,23,4577.00,54924.00,f,f,f,f,annual,t
S-b35b20,A-0b0d6d,2024-12-31,,Pro,3,147.00,1764.00,f,t,f,f,monthly,t
S-95d1dd,A-c58f49,2024-09-13,,Enterprise,70,13930.00,167160.00,f,f,f,f,monthly,t
S-540cee,A-202b67,2024-06-22,,Enterprise,25,4975.00,59700.00,f,t,f,f,annual,t
S-635570,A-883b7d,2024-12-05,,Enterprise,50,0.00,0.00,t,f,f,f,annual,f
S-172953,A-e60f9d,2024-11-12,,Basic,29,551.00,6612.00,f,f,f,f,monthly,t
S-0d0202,A-adc1f3,2024-04-09,2024-09-16,Enterprise,50,9950.00,119400.00,f,f,f,t,annual,t
S-21f8b3,A-7f4db3,2024-07-09,,Enterprise,4,0.00,0.00,t,f,f,f,monthly,f
S-8faa60,A-328bd0,2023-12-15,2024-11-01,Pro,39,1911.00,22932.00,f,f,f,t,monthly,t
S-93cd57,A-6f8ad2,2024-08-16,,Enterprise,20,3980.00,47760.00,f,f,f,f,annual,t
S-8ec197,A-7c4956,2023-02-11,2024-10-10,Basic,51,0.00,0.00,t,f,f,t,monthly,t
S-842638,A-35083d,2024-04-05,2024-06-26,Pro,19,931.00,11172.00,f,f,f,t,annual,t
S-763e52,A-bece89,2024-05-20,,Enterprise,26,5174.00,62088.00,f,t,f,f,annual,f
S-ed4c45,A-4e44e8,2024-09-15,2024-09-21,Enterprise,78,15522.00,186264.00,f,f,f,t,monthly,t
S-390955,A-98a59a,2023-02-09,,Pro,56,2744.00,32928.00,f,f,f,f,monthly,t
S-3ab534,A-f446b6,2024-07-01,,Enterprise,18,3582.00,42984.00,f,f,f,f,annual,f
S-9be237,A-a6d261,2024-09-20,,Pro,26,1274.00,15288.00,f,f,f,f,annual,t
S-021004,A-186a44,2024-05-07,,Basic,20,380.00,4560.00,f,f,f,f,monthly,t
S-e36786,A-5b1bcd,2024-10-01,,Basic,73,1387.00,16644.00,f,f,f,f,monthly,t
S-4691f1,A-c16cf7,2024-07-12,,Basic,13,247.00,2964.00,f,f,f,f,annual,t
S-d35d49,A-bc87bc,2024-11-09,2024-10-11,Basic,18,342.00,4104.00,f,f,f,t,annual,t
S-374628,A-35083d,2024-07-17,,Basic,19,361.00,4332.00,f,f,f,f,monthly,f
S-36f84f,A-e08cd3,2024-08-12,,Pro,67,3283.00,39396.00,f,f,f,f,monthly,f
S-e0cd01,A-0cc442,2024-10-21,,Basic,45,855.00,10260.00,f,f,f,f,annual,f
S-edc542,A-1f0636,2024-09-04,,Enterprise,105,20895.00,250740.00,f,f,f,f,annual,t
S-1bbdf0,A-781cc0,2024-08-10,,Basic,16,304.00,3648.00,f,f,f,f,annual,t
S-a4d121,A-118d55,2024-10-26,,Enterprise,8,1592.00,19104.00,f,t,f,f,monthly,t
S-5b4149,A-df10db,2023-10-23,,Basic,7,133.00,1596.00,f,f,f,f,annual,t
S-ffe125,A-e89151,2024-04-15,2024-07-10,Basic,20,380.00,4560.00,f,f,f,t,monthly,f
S-5aea91,A-427b69,2024-06-11,,Enterprise,34,6766.00,81192.00,f,f,f,f,monthly,t
S-a5baf1,A-c7e58b,2023-12-16,,Enterprise,7,1393.00,16716.00,f,f,f,f,monthly,f
S-5aacfa,A-f3ff05,2024-10-19,,Enterprise,48,9552.00,114624.00,f,f,f,f,annual,t
S-69cc68,A-7f4db3,2023-12-10,,Enterprise,7,1393.00,16716.00,f,f,f,f,annual,t
S-5cff9b,A-0f3e88,2024-07-11,,Pro,7,0.00,0.00,t,t,f,f,monthly,f
S-573f93,A-50bb9f,2024-10-29,,Enterprise,2,398.00,4776.00,f,f,f,f,monthly,t
S-ea2c98,A-1ac5e0,2024-11-30,,Pro,33,1617.00,19404.00,f,f,f,f,monthly,t
S-b2f3f3,A-bc87bc,2024-12-15,,Basic,8,152.00,1824.00,f,f,f,f,monthly,t
S-5bc277,A-05d3b3,2023-12-07,,Basic,9,171.00,2052.00,f,f,f,f,annual,t
S-d0429b,A-5247b3,2024-11-25,,Basic,74,1406.00,16872.00,f,t,f,f,annual,t
S-d2a604,A-20736a,2024-03-10,,Pro,61,2989.00,35868.00,f,f,t,f,monthly,t
S-f586ed,A-de24d5,2024-06-12,,Basic,17,323.00,3876.00,f,f,f,f,monthly,t
S-f874e5,A-417d2f,2023-07-16,,Enterprise,51,10149.00,121788.00,f,f,f,f,annual,t
S-28d401,A-d792a6,2023-03-09,2024-04-03,Basic,5,95.00,1140.00,f,f,f,t,annual,t
S-fa05d7,A-180abf,2024-10-07,,Basic,64,1216.00,14592.00,f,f,f,f,monthly,t
S-8ed77f,A-8b0451,2024-10-12,,Pro,41,2009.00,24108.00,f,f,f,f,monthly,t
S-0d391c,A-f9cc74,2024-09-12,,Enterprise,30,0.00,0.00,t,f,f,f,monthly,t
S-beaa35,A-781cc0,2024-01-11,,Pro,12,0.00,0.00,t,f,f,f,monthly,f
S-d44108,A-7c83a1,2024-02-11,,Pro,12,0.00,0.00,t,f,f,f,monthly,t
S-925f82,A-c7e58b,2024-08-07,,Enterprise,7,1393.00,16716.00,f,f,f,f,annual,f
S-7d43e0,A-f9cc74,2024-12-10,,Enterprise,30,5970.00,71640.00,f,f,f,f,monthly,t
S-dc1cf4,A-1986ca,2024-05-01,,Enterprise,20,3980.00,47760.00,f,f,f,f,monthly,f
S-bff3b5,A-10b8f2,2024-03-22,,Pro,47,2303.00,27636.00,f,f,f,f,monthly,f
S-f11653,A-d4e0d4,2024-10-28,,Enterprise,117,23283.00,279396.00,f,f,f,f,annual,t
S-f42cc4,A-f44180,2023-10-04,,Enterprise,14,2786.00,33432.00,f,f,f,f,annual,t
S-22014f,A-0be015,2024-10-21,,Basic,19,361.00,4332.00,f,f,f,f,annual,t
S-1acdd2,A-7a0d69,2024-12-10,,Enterprise,26,5174.00,62088.00,f,f,f,f,monthly,t
S-c85167,A-7a0d69,2024-09-16,,Basic,15,285.00,3420.00,f,f,f,f,monthly,t
S-b112eb,A-8bde0c,2024-12-19,,Basic,53,1007.00,12084.00,f,f,f,f,monthly,t
S-79bf38,A-9779ad,2024-07-29,,Enterprise,40,7960.00,95520.00,f,f,f,f,monthly,t
S-ab152e,A-3793ee,2024-07-22,,Enterprise,49,9751.00,117012.00,f,f,t,f,monthly,t
S-dbde43,A-54d94a,2023-12-17,,Pro,27,1323.00,15876.00,f,f,f,f,annual,t
S-2bbf5c,A-a09355,2024-10-17,,Enterprise,14,2786.00,33432.00,f,f,f,f,annual,t
S-dfd629,A-7da956,2024-06-15,,Basic,26,0.00,0.00,t,f,f,f,annual,t
S-233c23,A-39b19f,2024-11-05,,Pro,54,2646.00,31752.00,f,t,f,f,monthly,f
S-770d98,A-e693b6,2024-11-19,,Enterprise,55,10945.00,131340.00,f,f,f,f,annual,t
S-972512,A-de24d5,2024-12-14,,Pro,54,0.00,0.00,t,f,f,f,monthly,t
S-3965a4,A-8b25f2,2024-08-10,2024-10-18,Basic,47,893.00,10716.00,f,f,t,t,annual,t
S-632bba,A-a09355,2024-09-24,,Pro,15,735.00,8820.00,f,f,f,f,monthly,t
S-307e49,A-4c38bc,2024-01-06,,Pro,36,1764.00,21168.00,f,f,f,f,monthly,f
S-b84175,A-bb2f49,2023-10-26,,Pro,9,441.00,5292.00,f,f,f,f,monthly,t
S-83b2ee,A-7c83a1,2024-06-27,2024-04-12,Enterprise,26,5174.00,62088.00,f,f,f,t,monthly,t
S-969aac,A-37f969,2024-05-14,,Enterprise,30,5970.00,71640.00,f,f,f,f,monthly,f
S-aa5f00,A-241e75,2024-09-29,,Pro,13,637.00,7644.00,f,f,t,f,annual,t
S-f7fa56,A-c16cf7,2024-10-18,,Pro,13,637.00,7644.00,f,f,f,f,monthly,t
S-d50f1d,A-08e34e,2024-02-07,,Basic,29,0.00,0.00,t,f,f,f,annual,t
S-5b9267,A-410e86,2024-12-17,,Pro,33,0.00,0.00,t,f,f,f,annual,t
S-199697,A-bcf664,2024-11-11,,Enterprise,7,1393.00,16716.00,f,f,f,f,annual,t
S-cbe349,A-e89151,2024-02-16,2024-04-23,Enterprise,8,1592.00,19104.00,f,t,f,t,annual,f
S-2b4a26,A-66224b,2024-11-20,,Basic,92,0.00,0.00,t,f,f,f,annual,f
S-704195,A-dfbd31,2024-04-29,,Basic,14,266.00,3192.00,f,f,f,f,monthly,t
S-4dae4c,A-158f4e,2023-12-19,,Pro,61,2989.00,35868.00,f,f,f,f,monthly,t
S-d425c9,A-e4144b,2024-11-11,,Enterprise,41,8159.00,97908.00,f,f,f,f,annual,t
S-078e94,A-3a7284,2024-11-28,,Enterprise,31,6169.00,74028.00,f,f,f,f,monthly,t
S-f869a0,A-726cfa,2024-02-29,,Basic,24,456.00,5472.00,f,t,f,f,monthly,t
S-b57a5e,A-17939a,2024-12-30,,Basic,20,380.00,4560.00,f,f,f,f,annual,t
S-a66766,A-9f9299,2024-09-03,,Basic,28,532.00,6384.00,f,f,f,f,monthly,f
S-13a013,A-8bde0c,2024-12-19,,Basic,23,437.00,5244.00,f,f,f,f,annual,t
S-813cdc,A-39b19f,2023-04-07,,Pro,20,980.00,11760.00,f,f,f,f,annual,t
S-b6e15a,A-67be94,2023-09-17,2024-02-18,Enterprise,37,7363.00,88356.00,f,f,f,t,monthly,f
S-db3856,A-ccabf0,2023-11-18,,Pro,21,1029.00,12348.00,f,f,f,f,annual,t
S-dbc4d5,A-751c58,2024-08-24,,Pro,15,735.00,8820.00,f,f,f,f,annual,t
S-eabdce,A-9208f0,2023-05-15,,Enterprise,14,2786.00,33432.00,f,f,f,f,annual,t
S-19029a,A-712f1c,2024-11-12,,Pro,17,833.00,9996.00,f,f,f,f,annual,t
S-05be05,A-e7beab,2024-03-16,2024-05-30,Enterprise,5,995.00,11940.00,f,f,f,t,annual,t
S-222167,A-c1e51e,2024-12-29,2024-12-31,Basic,41,779.00,9348.00,f,f,f,t,annual,t
S-a68d25,A-31ab9a,2024-03-23,,Basic,15,285.00,3420.00,f,f,f,f,monthly,t
S-4305f1,A-afa505,2024-08-01,,Pro,70,3430.00,41160.00,f,f,f,f,monthly,t
S-95cc5a,A-9bfc9f,2024-03-14,,Basic,53,1007.00,12084.00,f,t,f,f,annual,t
S-0b7de7,A-eb7fac,2024-03-09,,Enterprise,16,3184.00,38208.00,f,f,f,f,monthly,t
S-f5888c,A-4e631b,2024-10-12,,Basic,22,418.00,5016.00,f,f,f,f,annual,t
S-28489e,A-fd7ad3,2024-02-11,,Basic,12,0.00,0.00,t,f,f,f,annual,t
S-98dd7d,A-e6afc1,2023-05-24,,Enterprise,51,10149.00,121788.00,f,f,f,f,annual,t
S-b10cfa,A-503d5a,2024-06-28,,Pro,6,294.00,3528.00,f,f,f,f,monthly,t
S-3199cf,A-068fc6,2024-07-20,,Pro,35,1715.00,20580.00,f,f,f,f,monthly,t
S-61d573,A-0dbdc6,2024-04-24,,Pro,30,1470.00,17640.00,f,f,f,f,annual,t
S-2dbf26,A-dfbd31,2023-10-12,,Pro,14,0.00,0.00,t,f,f,f,annual,t
S-eae773,A-88c6ca,2024-03-12,,Pro,11,539.00,6468.00,f,f,f,f,monthly,t
S-18b808,A-425e76,2024-08-13,,Enterprise,9,1791.00,21492.00,f,f,f,f,annual,t
S-d90f0a,A-e19ff6,2024-10-23,,Pro,26,1274.00,15288.00,f,f,f,f,monthly,f
S-82be96,A-7920cc,2024-11-29,,Pro,39,1911.00,22932.00,f,f,f,f,annual,t
S-7bd2d7,A-9b9fe9,2024-11-28,,Enterprise,50,9950.00,119400.00,f,f,f,f,monthly,t
S-5f3359,A-9174e0,2024-10-12,,Pro,37,1813.00,21756.00,f,f,f,f,annual,t
S-9d7c19,A-82d8a6,2024-12-31,2024-12-31,Pro,5,245.00,2940.00,f,f,f,t,annual,t
S-2bc644,A-2d4502,2024-04-30,,Pro,8,392.00,4704.00,f,f,f,f,annual,t
S-ec8b34,A-de58ca,2023-09-10,,Enterprise,62,12338.00,148056.00,f,f,f,f,annual,f
S-1d2d00,A-a7bd4b,2024-09-18,2024-10-13,Basic,9,171.00,2052.00,f,f,f,t,monthly,t
S-9a44ec,A-bf7919,2024-12-21,2024-12-29,Pro,15,735.00,8820.00,f,f,f,t,annual,t
S-6c109f,A-c42f1f,2024-10-13,,Enterprise,12,2388.00,28656.00,f,f,f,f,annual,t
S-f99f9e,A-dbc825,2024-10-19,2024-12-17,Enterprise,55,10945.00,131340.00,f,f,f,t,monthly,t
S-9dda85,A-462d45,2024-01-16,2024-05-29,Basic,89,1691.00,20292.00,f,f,f,t,annual,f
S-94009b,A-9f0b68,2024-08-10,,Enterprise,10,1990.00,23880.00,f,f,t,f,annual,t
S-834097,A-9badbd,2024-03-12,,Enterprise,5,995.00,11940.00,f,f,f,f,annual,t
S-61efc1,A-05d3b3,2023-11-27,,Pro,9,0.00,0.00,t,f,f,f,monthly,f
S-d1527e,A-956988,2024-07-12,,Pro,26,1274.00,15288.00,f,f,f,f,annual,t
S-caec41,A-55f257,2024-01-24,,Enterprise,23,4577.00,54924.00,f,t,f,f,annual,t
S-921dc3,A-a865bd,2024-05-22,,Enterprise,38,7562.00,90744.00,f,f,f,f,annual,f
S-038f6f,A-82d8a6,2024-12-14,2024-12-29,Enterprise,10,0.00,0.00,t,t,f,t,monthly,t
S-93dc0e,A-8e47ca,2024-03-11,2024-09-12,Enterprise,25,4975.00,59700.00,f,f,f,t,monthly,t
S-10702d,A-59f724,2024-03-14,,Basic,3,0.00,0.00,t,f,f,f,monthly,t
S-737a28,A-a1bbb6,2024-02-26,,Pro,8,392.00,4704.00,f,f,f,f,monthly,t
S-e77b1e,A-296d7c,2024-01-30,,Basic,6,114.00,1368.00,f,f,f,f,annual,t
S-d841e4,A-a1b80b,2024-06-28,,Enterprise,16,3184.00,38208.00,f,t,f,f,annual,t
S-c6dc67,A-9f2731,2024-10-11,,Pro,33,1617.00,19404.00,f,f,f,f,monthly,t
S-aaf1d0,A-fd9422,2024-12-07,,Enterprise,58,0.00,0.00,t,f,f,f,monthly,f
S-e77144,A-49b828,2023-09-08,,Enterprise,25,4975.00,59700.00,f,t,f,f,monthly,t
S-9b8504,A-c37cab,2024-10-19,,Pro,13,637.00,7644.00,f,f,t,f,annual,t
S-504683,A-bbc346,2024-11-24,,Enterprise,19,3781.00,45372.00,f,f,f,f,annual,t
S-f3138f,A-3b5cd1,2024-11-06,,Enterprise,55,0.00,0.00,t,t,f,f,annual,t
S-73688c,A-d535f6,2024-09-21,,Basic,12,0.00,0.00,t,f,f,f,monthly,t
S-6e5a3d,A-bb1486,2024-11-23,,Pro,41,2009.00,24108.00,f,f,f,f,annual,t
S-af6f53,A-410e86,2024-01-12,,Basic,24,456.00,5472.00,f,f,f,f,monthly,f
S-134753,A-e83938,2024-08-02,,Enterprise,16,3184.00,38208.00,f,t,f,f,monthly,t
S-3503b4,A-58b9ff,2024-07-18,,Enterprise,2,398.00,4776.00,f,f,f,f,monthly,t
S-81e9f1,A-05d3b3,2024-10-09,,Basic,9,171.00,2052.00,f,f,f,f,monthly,t
S-31e347,A-cb6cc6,2023-08-15,,Basic,14,266.00,3192.00,f,t,f,f,annual,f
S-102ebf,A-e60f9d,2024-11-13,,Enterprise,29,5771.00,69252.00,f,f,f,f,annual,f
S-a06b03,A-9b9fe9,2024-11-19,,Pro,68,3332.00,39984.00,f,f,f,f,annual,t
S-c14b9d,A-91e948,2023-06-12,,Basic,41,779.00,9348.00,f,f,f,f,monthly,t
S-a5cf6d,A-e51ec7,2023-11-27,,Enterprise,25,4975.00,59700.00,f,f,t,f,monthly,t
S-6d96c9,A-a33200,2024-10-14,,Pro,29,1421.00,17052.00,f,f,f,f,monthly,t
S-d81959,A-039727,2024-10-11,,Basic,25,475.00,5700.00,f,f,f,f,annual,t
S-c77f0c,A-034368,2024-11-29,,Basic,29,551.00,6612.00,f,f,f,f,monthly,f
S-6eb56d,A-10b8da,2024-09-14,,Pro,34,1666.00,19992.00,f,f,f,f,monthly,t
S-b1dce0,A-fd7ad3,2024-07-11,,Basic,12,228.00,2736.00,f,f,f,f,monthly,t
S-a07c46,A-e693b6,2023-09-23,2023-10-15,Pro,55,2695.00,32340.00,f,t,f,t,monthly,t
S-df91b0,A-ba6516,2024-04-10,,Basic,27,513.00,6156.00,f,f,t,f,monthly,f
S-f16bb2,A-0f6450,2024-12-27,,Enterprise,28,0.00,0.00,t,f,f,f,monthly,t
S-94cf13,A-8adedc,2024-05-23,,Basic,5,95.00,1140.00,f,f,f,f,annual,t
S-f9df40,A-956988,2024-05-12,,Basic,70,1330.00,15960.00,f,f,f,f,annual,t
S-f366b3,A-ac85cd,2024-12-26,,Pro,85,4165.00,49980.00,f,f,f,f,annual,t
S-c38acd,A-726cfa,2024-11-24,,Enterprise,31,6169.00,74028.00,f,f,f,f,monthly,t
S-0d93fe,A-993085,2023-09-08,,Basic,31,589.00,7068.00,f,f,f,f,monthly,t
S-8d8dd0,A-902ef7,2024-09-30,,Enterprise,83,16517.00,198204.00,f,t,f,f,monthly,t
S-9395a2,A-0e966d,2024-05-09,,Basic,11,209.00,2508.00,f,f,f,f,monthly,t
S-b1c57d,A-712533,2023-09-11,,Basic,18,342.00,4104.00,f,f,f,f,annual,t
S-f039f9,A-7a0d69,2024-10-12,,Enterprise,16,3184.00,38208.00,f,f,f,f,monthly,t
S-76b43f,A-b48f73,2024-12-26,,Basic,80,1520.00,18240.00,f,f,f,f,monthly,t
S-27552b,A-1d5444,2024-07-17,,Pro,24,1176.00,14112.00,f,f,f,f,annual,t
S-5bf2e5,A-484819,2024-07-31,,Basic,22,418.00,5016.00,f,f,f,f,annual,t
S-0c56e1,A-6f8ad2,2024-09-27,,Basic,29,551.00,6612.00,f,f,f,f,annual,f
S-47985c,A-1b707d,2024-12-27,,Basic,2,0.00,0.00,t,f,f,f,annual,f
S-43b137,A-756192,2024-06-14,,Enterprise,39,7761.00,93132.00,f,f,f,f,annual,t
S-8d2824,A-417d2f,2023-08-14,,Basic,37,703.00,8436.00,f,f,f,f,annual,f
S-2186ea,A-dbc825,2024-06-03,,Pro,19,931.00,11172.00,f,f,f,f,annual,t
S-2f8d64,A-ab438f,2024-11-28,,Enterprise,13,2587.00,31044.00,f,f,f,f,annual,f
S-7501c9,A-94c3cd,2024-11-23,,Pro,32,0.00,0.00,t,f,f,f,monthly,t
S-718bf5,A-5a3eb9,2024-03-15,,Pro,18,882.00,10584.00,f,f,f,f,annual,t
S-96e431,A-8b25f2,2024-03-23,,Pro,6,294.00,3528.00,f,f,f,f,annual,t
S-084f4a,A-faa28c,2024-05-02,2024-10-13,Enterprise,48,9552.00,114624.00,f,f,f,t,monthly,f
S-fc8f09,A-68f37c,2024-05-10,,Enterprise,4,796.00,9552.00,f,t,f,f,monthly,t
S-5abbac,A-94d3da,2023-09-26,,Pro,41,0.00,0.00,t,f,f,f,annual,t
S-5aff5f,A-d82ef9,2024-11-30,,Basic,26,494.00,5928.00,f,f,f,f,monthly,t
S-43cd30,A-8145a0,2024-01-05,,Basic,37,0.00,0.00,t,t,f,f,annual,f
S-339fce,A-e888d1,2024-11-26,,Pro,14,686.00,8232.00,f,f,f,f,monthly,t
S-9dcfb5,A-7d514c,2024-07-09,,Enterprise,17,3383.00,40596.00,f,f,f,f,annual,t
S-2fd650,A-019782,2024-04-12,,Enterprise,15,0.00,0.00,t,f,f,f,annual,f
